CSV_VERSION=1.3
#Comment:-do not change matrix position or remove CSV_VERSION:
ID  ,PRODID        ,PARTNAME           ,BOARDNAME                         ,SHORTNAME   ,ZYNQFLASHTYP  ,FPGAFLASHTYP                           ,Note
1   ,TE0722-02     ,xc7z010clg225-1    ,trenz.biz:te0722:part0:1.0        ,te0722      ,qspi_single   ,s25fl128s-3.3v-qspi-x4-single|SPIx4|16 ,PCB:1.2|B:1|I:1|P:1|R:0GB
2   ,TE0722-02i    ,xc7z010clg225-1    ,trenz.biz:te0722_i:part0:1.0      ,te0722_i    ,qspi_single   ,s25fl128s-3.3v-qspi-x4-single|SPIx4|16 ,PCB:1.2|B:1|I:1|P:1|R:0GB
3   ,TE0722-07s    ,xc7z007sclg225-1   ,trenz.biz:te0722_7s:part0:1.0     ,te0722_7s   ,qspi_single   ,s25fl128s-3.3v-qspi-x4-single|SPIx4|16 ,PCB:1.2|B:1|I:1|P:1|R:0GB
